lam_obs_vac_nm,err_lam_obs_vac_nm,lam_ritz_vac_nm,err_lam_ritz_vac_nm,rel_intensity,einstein_aki,ion_name
  476.619677,  0.000010,  476.619681,  0.000007,2.344000e+03,6.400000e+07,Ar II     
  477.350000,  0.002000,  477.352300,  0.000300,4.000000e+00,0.000000e+00,Ar III    
  478.748800,  0.000200,  478.748630,  0.000040,6.000000e+00,0.000000e+00,Ar II     
  479.342140,  0.000060,  479.342144,  0.000018,1.700000e+01,0.000000e+00,Ar II     
  480.271000,  0.002000,  480.274700,  0.000300,2.000000e+00,0.000000e+00,Ar III    
  480.736348,  0.000010,  480.736342,  0.000009,1.820000e+03,7.800000e+07,Ar II     
  484.916386,  0.000010,  484.916392,  0.000007,8.320000e+02,8.490000e+07,Ar II     
  484.920000,  0.002000,  484.924000,  0.003000,1.100000e+01,0.000000e+00,Ar III    
  484.935350,  0.000110,  484.935220,  0.000040,9.000000e+00,0.000000e+00,Ar II     
  485.751300,  0.000800,  485.751220,  0.000040,1.000000e+00,0.000000e+00,Ar II     
  486.727010,  0.000020,  486.726972,  0.000009,8.300000e+01,1.500000e+07,Ar II     
  486.891500,  0.000060,  486.891560,  0.000030,1.700000e+01,0.000000e+00,Ar II     
  487.848200,  0.000500,  487.848230,  0.000050,4.000000e+00,0.000000e+00,Ar II     
  488.122627,  0.000010,  488.122632,  0.000007,2.239000e+03,8.230000e+07,Ar II     
  488.360590,  0.000070,  488.360660,  0.000050,2.100000e+01,0.000000e+00,Ar II     
  488.962560,  0.000150,  488.962620,  0.000040,8.000000e+00,0.000000e+00,Ar II     
  489.040721,  0.000010,  489.040725,  0.000007,2.880000e+02,1.900000e+07,Ar II     
  489.335000,  0.002000,  489.332410,  0.000100,6.000000e+00,0.000000e+00,Ar III    
  490.612088,  0.000010,  490.612091,  0.000007,1.070000e+02,3.700000e+06,Ar II     
  491.568710,  0.000190,  491.568661,  0.000014,7.000000e+00,0.000000e+00,Ar II     
  493.458593,  0.000010,  493.458594,  0.000005,2.510000e+02,1.440000e+07,Ar II     
  493.746100,  0.000800,  493.746335,  0.000007,3.000000e+00,7.000000e+05,Ar II     
  494.430060,  0.000060,  494.430110,  0.000030,1.900000e+01,0.000000e+00,Ar II     
  495.078120,  0.000150,  495.077940,  0.000020,6.000000e+00,0.000000e+00,Ar II     
  495.430600,  0.000800,  495.430538,  0.000010,2.000000e+00,6.000000e+05,Ar II     
  495.649240,  0.000170,  495.649400,  0.000050,8.000000e+00,0.000000e+00,Ar II     
  496.086200,  0.000800,  496.087069,  0.000020,1.000000e+00,0.000000e+00,Ar II     
  496.646490,  0.000010,  496.646491,  0.000007,8.910000e+02,3.940000e+07,Ar II     
  497.354728,  0.000010,  497.354722,  0.000010,1.000000e+02,9.700000e+06,Ar II     
  498.141400,  0.000800,  498.142261,  0.000010,5.000000e-01,0.000000e+00,Ar II     
  499.401000,  0.002000,  499.400900,  0.002000,1.000000e+01,0.000000e+00,Ar III    
  499.484000,  0.002000,  499.484879,  0.000015,5.000000e-01,0.000000e+00,Ar II     
  499.513900,  0.000800,  499.514830,  0.000040,2.000000e+00,0.000000e+00,Ar II     
  499.817600,  0.000800,  499.818693,  0.000017,2.000000e+00,0.000000e+00,Ar II     
  501.073146,  0.000010,  501.073146,  0.000005,3.550000e+02,1.510000e+07,Ar II     
  501.856194,  0.000010,  501.856198,  0.000008,7.413000e+03,2.070000e+07,Ar II     
  501.903320,  0.000070,  501.903330,  0.000010,1.400000e+01,1.100000e+06,Ar II     
  502.617900,  0.000800,  502.619520,  0.000050,1.000000e+00,0.000000e+00,Ar II     
  503.580000,  0.002000,  503.580520,  0.000015,5.000000e-01,0.000000e+00,Ar II     
  504.382200,  0.000800,  504.382590,  0.000010,1.000000e+00,0.000000e+00,Ar II     
  506.344827,  0.000010,  506.344830,  0.000010,3.980000e+02,2.230000e+07,Ar II     
  508.906000,  0.002000,  508.905423,  0.000010,5.000000e-01,0.000000e+00,Ar II     
  509.191360,  0.000030,  509.191380,  0.000030,4.500000e+01,0.000000e+00,Ar II     
  509.359300,  0.000800,  509.360640,  0.000023,1.000000e+00,0.000000e+00,Ar II     
  509.726500,  0.000800,  509.727830,  0.000050,2.000000e+00,0.000000e+00,Ar II     
  509.827200,  0.000800,  509.828000,  0.000050,1.000000e+00,0.000000e+00,Ar II     
  510.187000,  0.002000,  510.186355,  0.000010,5.000000e-01,0.000000e+00,Ar II     
  512.290750,  0.000050,  512.290760,  0.000060,5.000000e+00,0.000000e+00,Ar II     
  512.439900,  0.000800,  512.440840,  0.000030,2.000000e+00,0.000000e+00,Ar II     
  512.719450,  0.000070,  512.719420,  0.000040,1.700000e+01,0.000000e+00,Ar II     
  513.051200,  0.000800,  513.052090,  0.000040,2.000000e+00,0.000000e+00,Ar II     
  513.253600,  0.000800,  513.252569,  0.000011,1.000000e+00,0.000000e+00,Ar II     
  513.357500,  0.000800,  513.357524,  0.000011,2.000000e+00,0.000000e+00,Ar II     
  514.321509,  0.000010,  514.321509,  0.000008,2.240000e+02,8.100000e+06,Ar II     
  514.674143,  0.000010,  514.674158,  0.000008,1.620000e+02,1.060000e+07,Ar II     
  515.282600,  0.001000,  515.282600,  0.001000,5.000000e+00,2.390000e+06,Ar I      
  515.429600,  0.000050,  515.429600,  0.000050,5.000000e+00,0.000000e+00,Ar II     
  516.094200,  0.000800,  516.094961,  0.000005,1.000000e+00,0.000000e+00,Ar II     
  516.372300,  0.001000,  516.372200,  0.001000,1.500000e+01,1.900000e+06,Ar I      
  516.418480,  0.000090,  516.418430,  0.000050,1.400000e+01,0.000000e+00,Ar II     
  516.721160,  0.000020,  516.721180,  0.000021,4.800000e+01,0.000000e+00,Ar II     
  517.686700,  0.000800,  517.685621,  0.000011,2.000000e+00,0.000000e+00,Ar II     
  517.767070,  0.000040,  517.767068,  0.000008,2.600000e+01,1.700000e+06,Ar II     
  518.919100,  0.001000,  518.919100,  0.001000,2.000000e+01,1.380000e+06,Ar I      
  519.281130,  0.000090,  519.281134,  0.000024,1.000000e+01,0.000000e+00,Ar II     
  520.364200,  0.000200,  520.364140,  0.000030,5.000000e+00,0.000000e+00,Ar II     
  520.589240,  0.000050,  520.589250,  0.000016,7.000000e+00,0.000000e+00,Ar II     
  521.656000,  0.002000,  521.654673,  0.000011,5.000000e-01,1.600000e+04,Ar II     
  521.826650,  0.000050,  521.826649,  0.000016,2.800000e+01,0.000000e+00,Ar II     
  522.104200,  0.000800,  522.104835,  0.000016,1.000000e+00,0.000000e+00,Ar II     
  522.272500,  0.001000,  522.272400,  0.001000,7.000000e+00,8.800000e+05,Ar I      
  522.331800,  0.000200,  522.331610,  0.000040,6.000000e+00,0.000000e+00,Ar II     
  523.195690,  0.000190,  523.195870,  0.000050,6.000000e+00,0.000000e+00,Ar II     
  523.221000,  0.002000,  523.224600,  0.000500,5.000000e-01,0.000000e+00,Ar II     
  523.749000,  0.002000,  523.747714,  0.000008,1.000000e+00,0.000000e+00,Ar II     
  523.831100,  0.000800,  523.832120,  0.000050,1.000000e+00,0.000000e+00,Ar II     
  524.324500,  0.000800,  524.324804,  0.000025,2.000000e+00,0.000000e+00,Ar II     
  524.655000,  0.002000,  524.652760,  0.000080,1.000000e+00,0.000000e+00,Ar II     
  524.683790,  0.000160,  524.683810,  0.000170,7.000000e+00,0.000000e+00,Ar II     
  524.893000,  0.000800,  524.893200,  0.000300,1.000000e+00,0.000000e+00,Ar II     
  524.944700,  0.000800,  524.944740,  0.000050,3.000000e+00,0.000000e+00,Ar II     
  525.100690,  0.000090,  525.100680,  0.000040,1.100000e+01,0.000000e+00,Ar II     
  525.256670,  0.000050,  525.256740,  0.000090,1.200000e+01,0.000000e+00,Ar II     
  525.286460,  0.000110,  525.286430,  0.000110,1.100000e+01,0.000000e+00,Ar II     
  525.360000,  0.000800,  525.359759,  0.000014,1.000000e+00,0.000000e+00,Ar II     
  525.685000,  0.002000,  525.685940,  0.000025,5.000000e-01,0.000000e+00,Ar II     
  525.802790,  0.000100,  525.802670,  0.000025,8.000000e+00,0.000000e+00,Ar II     
  525.968700,  0.000800,  525.971200,  0.000600,1.000000e+00,0.000000e+00,Ar II     
  526.063800,  0.000800,  526.064400,  0.000030,1.000000e+00,0.000000e+00,Ar II     
  526.336320,  0.000060,  526.336260,  0.000080,7.000000e+00,0.000000e+00,Ar II     
  526.577000,  0.000800,  526.576700,  0.000300,1.000000e+00,0.000000e+00,Ar II     
  526.624720,  0.000070,  526.624770,  0.000050,1.700000e+01,0.000000e+00,Ar II     
  526.862930,  0.000080,  526.863090,  0.000030,1.400000e+01,0.000000e+00,Ar II     
  526.942400,  0.000800,  526.942580,  0.000080,3.000000e+00,0.000000e+00,Ar II     
  526.971200,  0.000800,  526.972460,  0.000110,3.000000e+00,0.000000e+00,Ar II     
  527.122800,  0.000300,  527.122350,  0.000040,4.000000e+00,0.000000e+00,Ar II     
  527.504800,  0.000800,  527.506500,  0.000600,1.000000e+00,0.000000e+00,Ar II     
  527.532000,  0.002000,  527.533810,  0.000050,5.000000e-01,0.000000e+00,Ar II     
  528.309920,  0.000050,  528.309920,  0.000011,2.100000e+01,0.000000e+00,Ar II     
  528.690900,  0.000800,  528.690098,  0.000014,2.000000e+00,0.000000e+00,Ar II     
  528.835770,  0.000080,  528.835803,  0.000011,1.800000e+01,2.000000e+05,Ar II     
  529.010600,  0.000800,  529.010712,  0.000011,1.000000e+00,0.000000e+00,Ar II     
  529.152710,  0.000130,  529.152730,  0.000140,9.000000e+00,0.000000e+00,Ar II     
  529.344000,  0.002000,  529.342220,  0.000022,5.000000e-01,0.000000e+00,Ar II     
  529.528870,  0.000180,  529.528850,  0.000170,6.000000e+00,0.000000e+00,Ar II     
  529.736600,  0.000800,  529.738500,  0.000600,3.000000e+00,0.000000e+00,Ar II     
  529.786200,  0.000180,  529.786220,  0.000140,7.000000e+00,0.000000e+00,Ar II     
  529.826500,  0.002000,  529.826870,  0.000080,3.000000e+00,0.000000e+00,Ar II     
  529.947500,  0.001400,  529.947405,  0.000022,2.000000e+00,0.000000e+00,Ar II     
  530.055490,  0.000060,  530.055681,  0.000022,5.000000e+00,0.000000e+00,Ar II     
  530.224930,  0.000110,  530.225000,  0.000080,8.000000e+00,0.000000e+00,Ar II     
  530.955100,  0.000800,  530.954770,  0.000030,5.000000e+00,0.000000e+00,Ar II     
  531.345940,  0.000200,  531.345950,  0.000200,5.000000e+00,0.000000e+00,Ar II     
  531.355600,  0.000300,  531.355580,  0.000230,5.000000e+00,0.000000e+00,Ar II     
  531.573600,  0.000800,  531.573945,  0.000011,2.000000e+00,0.000000e+00,Ar II     
  533.118180,  0.000100,  533.118160,  0.000110,1.000000e+01,0.000000e+00,Ar II     
  533.252500,  0.000200,  533.252460,  0.000170,6.000000e+00,0.000000e+00,Ar II     
  533.660000,  0.002000,  533.658609,  0.000017,5.000000e-01,0.000000e+00,Ar II     
  533.740000,  0.000800,  533.739900,  0.000170,1.000000e+00,0.000000e+00,Ar II     
  533.873500,  0.000800,  533.873110,  0.000110,1.000000e+00,0.000000e+00,Ar II     
  533.959100,  0.000800,  533.958560,  0.000014,1.000000e+00,0.000000e+00,Ar II     
  534.082000,  0.002000,  534.081403,  0.000026,1.000000e+00,0.000000e+00,Ar II     
  534.600930,  0.000180,  534.600960,  0.000030,7.000000e+00,0.000000e+00,Ar II     
  534.709600,  0.000800,  534.708340,  0.000040,1.000000e+00,0.000000e+00,Ar II     
  534.975110,  0.000100,  534.975090,  0.000110,1.300000e+01,0.000000e+00,Ar II     
  535.009200,  0.000800,  535.009007,  0.000023,2.000000e+00,0.000000e+00,Ar II     
  535.120500,  0.000800,  535.119362,  0.000023,2.000000e+00,0.000000e+00,Ar II     
  535.631000,  0.002000,  535.632350,  0.000170,1.000000e+00,0.000000e+00,Ar II     
  535.986990,  0.000090,  535.986920,  0.000030,1.400000e+01,0.000000e+00,Ar II     
  536.010600,  0.000800,  536.011944,  0.000011,2.000000e+00,0.000000e+00,Ar II     
  536.055610,  0.000060,  536.055750,  0.000050,6.000000e+00,0.000000e+00,Ar II     
  536.563400,  0.000800,  536.564603,  0.000012,1.000000e+00,0.000000e+00,Ar II     
  536.697700,  0.000800,  536.698015,  0.000012,1.000000e+00,0.000000e+00,Ar II     
  537.350100,  0.000800,  537.349900,  0.000900,2.000000e+00,0.000000e+00,Ar II     
  537.812980,  0.000090,  537.812980,  0.000090,1.200000e+01,0.000000e+00,Ar II     
  537.957200,  0.000200,  537.957446,  0.000023,7.000000e+00,0.000000e+00,Ar II     
  538.066240,  0.000060,  538.066200,  0.000050,2.000000e+00,0.000000e+00,Ar II     
  538.382700,  0.000800,  538.383420,  0.000040,2.000000e+00,0.000000e+00,Ar II     
  538.587130,  0.000130,  538.587350,  0.000030,8.000000e+00,0.000000e+00,Ar II     
  538.801700,  0.000800,  538.802222,  0.000012,2.000000e+00,0.000000e+00,Ar II     
  539.510110,  0.000130,  539.509974,  0.000023,8.000000e+00,0.000000e+00,Ar II     
  539.631000,  0.002000,  539.635161,  0.000012,1.000000e+00,0.000000e+00,Ar II     
  539.901710,  0.000030,  539.901831,  0.000020,3.500000e+01,0.000000e+00,Ar II     
  540.212000,  0.002000,  540.214251,  0.000012,1.000000e+00,0.000000e+00,Ar II     
  540.367200,  0.000800,  540.367290,  0.000012,1.000000e+00,0.000000e+00,Ar II     
  540.410710,  0.000070,  540.410795,  0.000012,1.500000e+01,0.000000e+00,Ar II     
  540.884810,  0.000040,  540.884824,  0.000015,2.400000e+01,0.000000e+00,Ar II     
  541.090500,  0.000800,  541.091632,  0.000012,1.000000e+00,0.000000e+00,Ar II     
  541.315000,  0.000800,  541.316065,  0.000012,3.000000e+00,0.000000e+00,Ar II     
  541.395110,  0.000060,  541.395170,  0.000030,6.000000e+00,0.000000e+00,Ar II     
  541.821600,  0.000800,  541.823112,  0.000012,1.000000e+00,0.000000e+00,Ar II     
  542.285900,  0.001000,  542.285800,  0.001000,5.000000e+00,6.000000e+05,Ar I      
  543.445000,  0.002000,  543.445960,  0.000030,1.000000e+00,0.000000e+00,Ar II     
  544.118800,  0.000800,  544.118464,  0.000021,3.000000e+00,0.000000e+00,Ar II     
  544.203600,  0.000800,  544.205650,  0.000040,1.000000e+00,0.000000e+00,Ar II     
  544.244400,  0.000800,  544.246177,  0.000015,2.000000e+00,0.000000e+00,Ar II     
  544.520230,  0.000160,  544.520387,  0.000024,7.000000e+00,0.000000e+00,Ar II     
  544.907000,  0.000800,  544.908355,  0.000012,2.000000e+00,0.000000e+00,Ar II     
  545.262000,  0.002000,  545.258030,  0.000040,5.000000e-01,0.000000e+00,Ar II     
  545.316700,  0.001000,  545.316700,  0.001000,1.000000e+01,4.700000e+05,Ar I      
  545.627300,  0.000800,  545.629890,  0.000018,1.000000e+00,0.000000e+00,Ar II     
  545.789800,  0.000800,  545.788890,  0.000240,5.000000e+00,0.000000e+00,Ar II     
  546.795280,  0.000060,  546.795285,  0.000012,6.000000e+00,0.000000e+00,Ar II     
  547.061800,  0.000300,  547.061858,  0.000012,4.000000e+00,0.000000e+00,Ar II     
  547.182700,  0.000800,  547.184242,  0.000018,2.000000e+00,0.000000e+00,Ar II     
  547.416300,  0.000800,  547.416042,  0.000012,1.000000e+00,0.000000e+00,Ar II     
  548.352000,  0.000800,  548.352284,  0.000012,1.000000e+00,0.000000e+00,Ar II     
  548.583500,  0.000800,  548.582953,  0.000021,1.000000e+00,0.000000e+00,Ar II     
  548.762600,  0.000800,  548.762784,  0.000021,1.000000e+00,0.000000e+00,Ar II     
  549.219300,  0.000800,  549.220743,  0.000024,1.000000e+00,0.000000e+00,Ar II     
  549.740100,  0.001000,  549.740000,  0.001000,2.500000e+01,1.690000e+06,Ar I      
  549.865000,  0.000800,  549.865598,  0.000024,3.000000e+00,0.000000e+00,Ar II     
  549.971130,  0.000190,  549.971190,  0.000050,8.000000e+00,0.000000e+00,Ar II     
  550.186040,  0.000140,  550.186080,  0.000030,1.000000e+01,0.000000e+00,Ar II     
  550.478500,  0.000800,  550.479600,  0.000030,3.000000e+00,0.000000e+00,Ar II     
  550.644600,  0.000800,  550.644980,  0.000015,3.000000e+00,0.000000e+00,Ar II     
  550.764300,  0.001000,  550.764200,  0.001000,5.000000e+00,3.600000e+05,Ar I      
  550.929200,  0.000200,  550.929420,  0.000060,6.000000e+00,0.000000e+00,Ar II     
  551.483500,  0.000800,  551.483660,  0.000030,1.000000e+00,0.000000e+00,Ar II     
  551.820000,  0.000800,  551.821633,  0.000012,2.000000e+00,0.000000e+00,Ar II     
  552.087000,  0.000800,  552.087580,  0.000050,4.000000e+00,0.000000e+00,Ar II     
  552.327400,  0.000800,  552.329503,  0.000012,1.000000e+00,0.000000e+00,Ar II     
  552.522400,  0.000800,  552.524056,  0.000021,2.000000e+00,0.000000e+00,Ar II     
  552.739100,  0.000800,  552.741880,  0.000040,2.000000e+00,0.000000e+00,Ar II     
  553.882800,  0.000800,  553.883152,  0.000012,5.000000e+00,0.000000e+00,Ar II     
  554.542000,  0.000800,  554.544402,  0.000022,1.000000e+00,0.000000e+00,Ar II     
  554.658920,  0.000190,  554.659094,  0.000025,7.000000e+00,0.000000e+00,Ar II     
  555.556510,  0.000050,  555.556450,  0.000030,2.900000e+01,0.000000e+00,Ar II     
  555.568800,  0.000200,  555.568730,  0.000040,9.000000e+00,0.000000e+00,Ar II     
  556.024600,  0.001000,  556.024500,  0.001000,2.500000e+01,1.420000e+06,Ar I      
  556.474100,  0.000800,  556.476800,  0.000400,2.000000e+00,0.000000e+00,Ar II     
  557.408800,  0.001000,  557.408900,  0.001000,1.000000e+01,6.600000e+05,Ar I      
  557.923450,  0.000130,  557.923410,  0.000050,9.000000e+00,0.000000e+00,Ar II     
  558.007000,  0.000400,  558.007560,  0.000120,4.000000e+00,0.000000e+00,Ar II     
  558.416000,  0.002000,  558.416160,  0.000120,1.000000e+00,0.000000e+00,Ar II     
  558.965200,  0.000800,  558.965370,  0.000070,5.000000e-01,0.000000e+00,Ar II     
  559.375300,  0.000800,  559.376320,  0.000013,1.000000e+00,0.000000e+00,Ar II     
  559.507000,  0.002000,  559.507800,  0.000900,1.000000e+00,0.000000e+00,Ar II     
  560.418000,  0.002000,  560.420702,  0.000009,5.000000e-01,0.000000e+00,Ar II     
  560.549130,  0.000060,  560.549199,  0.000013,3.000000e+00,0.000000e+00,Ar II     
  560.829000,  0.001000,  560.828900,  0.001000,3.500000e+01,2.200000e+06,Ar I      
  561.113720,  0.000060,  561.113783,  0.000022,5.000000e+00,0.000000e+00,Ar II     
  561.322500,  0.000800,  561.322800,  0.000400,2.000000e+00,0.000000e+00,Ar II     
  562.556600,  0.000800,  562.558220,  0.000030,1.000000e+00,0.000000e+00,Ar II     
  562.723800,  0.000130,  562.723990,  0.000030,1.000000e+01,0.000000e+00,Ar II     
  563.271990,  0.000110,  563.272003,  0.000019,8.000000e+00,0.000000e+00,Ar II     
  563.294400,  0.000800,  563.296150,  0.000140,1.000000e+00,0.000000e+00,Ar II     
  563.622500,  0.000800,  563.622084,  0.000013,2.000000e+00,0.000000e+00,Ar II     
  563.744550,  0.000060,  563.744559,  0.000013,1.300000e+01,0.000000e+00,Ar II     
  564.397900,  0.000800,  564.399438,  0.000016,2.000000e+00,2.000000e+05,Ar II     
  565.227200,  0.001000,  565.227200,  0.001000,2.000000e+01,3.200000e+06,Ar I      
  565.558900,  0.000800,  565.559250,  0.000050,2.000000e+00,0.000000e+00,Ar II     
  565.602480,  0.000140,  565.602651,  0.000013,8.000000e+00,0.000000e+00,Ar II     
  565.680500,  0.000800,  565.682570,  0.000050,2.000000e+00,0.000000e+00,Ar II     
  567.455080,  0.000190,  567.455147,  0.000013,6.000000e+00,0.000000e+00,Ar II     
  569.324220,  0.000160,  569.324080,  0.000050,1.100000e+01,0.000000e+00,Ar II     
  570.595920,  0.000070,  570.595950,  0.000030,5.000000e+00,0.000000e+00,Ar II     
  570.879800,  0.000800,  570.881106,  0.000016,1.000000e+00,0.000000e+00,Ar II     
  571.020000,  0.000800,  571.021060,  0.000060,1.000000e+00,0.000000e+00,Ar II     
  571.303800,  0.000800,  571.304650,  0.000030,1.000000e+00,0.000000e+00,Ar II     
  571.761500,  0.000800,  571.761997,  0.000020,1.000000e+00,0.000000e+00,Ar II     
  572.591300,  0.000800,  572.591321,  0.000013,5.000000e+00,4.000000e+05,Ar II     
  573.380000,  0.000800,  573.380164,  0.000013,1.000000e+00,0.000000e+00,Ar II     
  573.428400,  0.000800,  573.429400,  0.000040,1.000000e+00,0.000000e+00,Ar II     
  574.111200,  0.001000,  574.111200,  0.001000,1.000000e+01,8.700000e+05,Ar I      
  574.474000,  0.002000,  574.473710,  0.000190,1.000000e+00,0.000000e+00,Ar III    
  574.486860,  0.000070,  574.486956,  0.000013,4.000000e+00,0.000000e+00,Ar II     
  575.513600,  0.000800,  575.514700,  0.000050,1.000000e+00,0.000000e+00,Ar II     
  575.819700,  0.000800,  575.819520,  0.000050,3.000000e+00,0.000000e+00,Ar II     
  577.392380,  0.000190,  577.392200,  0.000030,9.000000e+00,0.000000e+00,Ar II     
  577.629800,  0.000800,  577.630280,  0.000050,1.000000e+00,0.000000e+00,Ar II     
  577.797600,  0.000800,  577.798359,  0.000013,2.000000e+00,0.000000e+00,Ar II     
  578.287100,  0.000800,  578.287500,  0.000030,2.000000e+00,0.000000e+00,Ar II     
  578.395000,  0.002000,  578.395070,  0.000070,5.000000e-01,0.000000e+00,Ar II     
  580.134830,  0.000070,  580.134797,  0.000013,3.000000e+00,0.000000e+00,Ar II     
  580.207000,  0.002000,  580.207670,  0.000040,1.000000e+00,0.000000e+00,Ar II     
  580.920600,  0.000800,  580.922290,  0.000100,1.000000e+00,0.000000e+00,Ar II     
  581.437200,  0.000130,  581.437104,  0.000024,9.000000e+00,0.000000e+00,Ar II     
  581.517000,  0.002000,  581.521730,  0.000070,5.000000e-01,0.000000e+00,Ar II     
  581.788500,  0.000800,  581.790381,  0.000010,2.000000e+00,0.000000e+00,Ar II     
  582.374320,  0.000070,  582.374317,  0.000014,5.000000e+00,0.000000e+00,Ar II     
  582.767010,  0.000070,  582.767037,  0.000024,3.000000e+00,0.000000e+00,Ar II     
  582.967500,  0.000800,  582.969020,  0.000060,3.000000e+00,0.000000e+00,Ar II     
  583.588000,  0.001000,  583.588100,  0.001000,5.000000e+00,5.200000e+05,Ar I      
  584.058000,  0.002000,  584.059390,  0.000050,1.000000e+00,0.000000e+00,Ar II     
  584.166700,  0.000800,  584.168810,  0.000030,1.000000e+00,0.000000e+00,Ar II     
  584.540100,  0.000800,  584.539758,  0.000010,7.000000e+00,3.800000e+04,Ar II     
  585.472000,  0.002000,  585.473128,  0.000014,2.000000e+00,0.000000e+00,Ar II     
  585.589560,  0.000070,  585.588942,  0.000014,4.000000e+00,0.000000e+00,Ar II     
  586.193400,  0.001000,  586.193500,  0.001000,1.000000e+01,2.850000e+05,Ar I      
  586.822400,  0.000800,  586.824300,  0.000040,2.000000e+00,0.000000e+00,Ar II     
  587.207000,  0.000800,  587.207990,  0.000030,4.000000e+00,0.000000e+00,Ar II     
  588.425400,  0.001000,  588.425500,  0.001000,1.500000e+01,1.230000e+06,Ar I      
  588.617000,  0.002000,  588.616697,  0.000014,5.000000e-01,0.000000e+00,Ar II     
  588.771900,  0.000800,  588.772880,  0.000030,3.000000e+00,0.000000e+00,Ar II     
  589.021600,  0.001000,  589.021500,  0.001000,2.500000e+01,1.290000e+06,Ar I      
  591.031100,  0.000800,  591.031331,  0.000014,5.000000e-01,0.000000e+00,Ar II     
  591.372300,  0.001000,  591.372300,  0.001000,5.000000e+01,1.050000e+06,Ar I      
  592.841000,  0.002000,  592.838806,  0.000018,5.000000e-01,0.000000e+00,Ar II     
  593.045600,  0.001000,  593.045500,  0.001000,1.500000e+01,1.100000e+06,Ar I      
  593.743700,  0.000800,  593.744260,  0.000050,2.000000e+00,0.000000e+00,Ar II     
  593.795400,  0.000800,  593.794500,  0.001100,1.000000e+00,0.000000e+00,Ar II     
  593.828000,  0.002000,  593.828502,  0.000014,1.000000e+00,0.000000e+00,Ar II     
  594.347100,  0.000800,  594.346760,  0.000050,4.000000e+00,0.000000e+00,Ar II     
  594.431500,  0.001000,  594.431500,  0.001000,5.000000e+00,1.800000e+05,Ar I      
  595.255400,  0.000800,  595.255191,  0.000011,6.000000e+00,7.000000e+04,Ar II     
  595.547970,  0.000070,  595.548040,  0.000030,5.000000e+00,0.000000e+00,Ar II     
  596.439600,  0.000800,  596.440936,  0.000014,5.000000e-01,0.000000e+00,Ar II     
  596.668300,  0.000800,  596.669280,  0.000050,3.000000e+00,0.000000e+00,Ar II     
  597.496900,  0.000800,  597.497270,  0.000050,2.000000e+00,0.000000e+00,Ar II     
  597.761760,  0.000070,  597.760830,  0.000080,5.000000e+00,0.000000e+00,Ar II     
  597.965100,  0.000800,  597.965720,  0.000030,4.000000e+00,0.000000e+00,Ar II     
  598.611200,  0.000800,  598.611100,  0.000030,3.000000e+00,0.000000e+00,Ar II     
  598.757000,  0.001400,  598.757180,  0.000050,1.000000e+00,0.000000e+00,Ar II     
  598.896000,  0.001000,  598.896000,  0.001000,7.000000e+00,1.200000e+05,Ar I      
  599.099800,  0.000800,  599.099660,  0.000040,8.000000e+00,0.000000e+00,Ar II     
  599.312000,  0.002000,  599.310862,  0.000011,5.000000e-01,0.000000e+00,Ar II     
  600.066100,  0.001000,  600.066000,  0.001000,5.000000e+00,1.400000e+05,Ar I      
  600.483300,  0.000800,  600.484840,  0.000060,1.000000e+00,0.000000e+00,Ar II     
  602.116000,  0.000800,  602.116350,  0.000050,4.000000e+00,0.000000e+00,Ar II     
  602.681900,  0.001000,  602.681800,  0.001000,5.000000e+00,9.000000e+05,Ar I      
  602.892040,  0.000070,  602.892080,  0.000030,7.000000e+00,0.000000e+00,Ar II     
  602.988900,  0.000800,  602.990209,  0.000015,1.000000e+00,0.000000e+00,Ar II     
  603.379700,  0.001000,  603.379700,  0.001000,7.000000e+01,2.460000e+06,Ar I      
  604.489600,  0.001000,  604.489700,  0.001000,3.500000e+01,1.470000e+06,Ar I      
  604.614200,  0.000800,  604.615210,  0.000090,7.000000e+00,0.000000e+00,Ar II     
  604.857210,  0.000070,  604.857110,  0.000050,1.000000e+01,0.000000e+00,Ar II     
  605.075000,  0.000070,  605.074980,  0.000030,7.000000e+00,0.000000e+00,Ar II     
  605.439900,  0.001000,  605.439900,  0.001000,1.000000e+01,1.900000e+05,Ar I      
  606.105000,  0.001000,  606.105000,  0.001000,2.000000e+01,4.200000e+05,Ar I      
  607.911400,  0.000800,  607.911287,  0.000015,6.000000e+00,4.000000e+05,Ar II     
  608.555900,  0.000800,  608.556130,  0.000030,2.000000e+00,0.000000e+00,Ar II     
  608.619100,  0.000800,  608.619970,  0.000030,2.000000e+00,0.000000e+00,Ar II     
  610.049100,  0.001000,  610.049100,  0.001000,7.000000e+00,5.200000e+05,Ar I      
  610.360830,  0.000070,  610.360790,  0.000050,4.000000e+00,0.000000e+00,Ar II     
  610.445400,  0.000800,  610.443908,  0.000011,1.000000e+00,0.000000e+00,Ar II     
  610.522930,  0.000050,  610.522870,  0.000015,2.600000e+01,1.700000e+06,Ar II     
  610.732500,  0.001000,  610.732500,  0.001000,1.000000e+01,1.210000e+06,Ar I      
  611.343400,  0.000800,  611.343500,  0.000300,2.000000e+00,0.000000e+00,Ar II     
  611.661581,  0.000010,  611.661580,  0.000015,5.370000e+02,2.000000e+07,Ar II     
  612.041800,  0.000800,  612.041576,  0.000015,4.000000e+00,1.000000e+05,Ar II     
  612.178760,  0.000070,  612.178784,  0.000019,6.000000e+00,0.000000e+00,Ar II     
